timestamp,open,high,low,close,volume
2026-05-11 05:00:00-04:00,736.5,737.13,736.2,737.011,34233
2026-05-11 06:00:00-04:00,736.87,737.47,736.78,736.9979,8252
2026-05-11 07:00:00-04:00,737.04,737.13,736.56,736.69,16238
2026-05-11 08:00:00-04:00,736.64,737.44,736.56,736.84,50895
2026-05-11 09:00:00-04:00,736.8113,737.0,735.75,736.29,104854
2026-05-11 10:00:00-04:00,736.35,739.14,736.18,738.6701,4394161
2026-05-11 11:00:00-04:00,738.67,739.94,737.59,739.65,5459303
2026-05-11 12:00:00-04:00,739.65,740.34,738.95,740.22,4618270
2026-05-11 13:00:00-04:00,740.22,740.4392,738.84,739.3278,3883358
2026-05-11 14:00:00-04:00,739.34,740.79,738.88,740.2,3416707
2026-05-11 15:00:00-04:00,740.2,740.65,738.5,738.5199,4234130
2026-05-11 16:00:00-04:00,738.52,739.21,738.13,739.19,8144984
2026-05-11 17:00:00-04:00,739.19,739.3,737.98,738.9,1136105
2026-05-11 18:00:00-04:00,738.9,739.0,738.85,738.9554,10903
2026-05-11 19:00:00-04:00,739.1,739.69,739.0557,739.47,77448
2026-05-11 20:00:00-04:00,739.52,739.57,739.11,739.28,19312
2026-05-12 05:00:00-04:00,737.61,738.22,735.77,736.47,82686
2026-05-12 06:00:00-04:00,736.44,736.91,735.9,736.59,8343
2026-05-12 07:00:00-04:00,736.7,737.12,736.2,736.57,14194
2026-05-12 08:00:00-04:00,736.7,736.9,735.76,736.35,91685
2026-05-12 09:00:00-04:00,736.35,737.53,735.38,737.43,243968
2026-05-12 10:00:00-04:00,737.39,737.55,734.86,735.11,3810401
2026-05-12 11:00:00-04:00,735.11,736.38,733.54,733.78,5429010
2026-05-12 12:00:00-04:00,733.79,734.05,731.83,732.49,5816571
2026-05-12 13:00:00-04:00,732.49,733.48,731.83,732.1,4033734
2026-05-12 14:00:00-04:00,732.105,735.2,732.01,735.06,4617565
2026-05-12 15:00:00-04:00,735.06,736.57,734.66,736.0,4316002
2026-05-12 16:00:00-04:00,736.02,738.84,735.99,738.19,8416143
2026-05-12 17:00:00-04:00,738.19,738.23,737.02,737.47,2360680
2026-05-12 18:00:00-04:00,737.47,737.47,737.0899,737.36,49884
2026-05-12 19:00:00-04:00,737.43,738.17,737.43,737.63,51995
2026-05-12 20:00:00-04:00,737.66,737.75,736.67,736.67,32068
2026-05-13 05:00:00-04:00,739.17,740.895,738.98,740.17,50661
2026-05-13 06:00:00-04:00,740.26,740.28,739.5504,740.25,11936
2026-05-13 07:00:00-04:00,740.28,740.34,739.45,739.76,24313
2026-05-13 08:00:00-04:00,739.775,739.99,739.35,739.6895,38732
2026-05-13 09:00:00-04:00,739.66,740.2,737.2,737.62,481939
2026-05-13 10:00:00-04:00,737.77,739.04,735.47,736.9,3298009
2026-05-13 11:00:00-04:00,736.91,738.99,736.791,738.83,4267168
2026-05-13 12:00:00-04:00,738.84,740.28,738.69,739.74,3302016
2026-05-13 13:00:00-04:00,739.73,742.3,739.53,742.06,3733929
2026-05-13 14:00:00-04:00,742.04,742.895,742.04,742.135,2729850
2026-05-13 15:00:00-04:00,742.13,743.91,742.091,742.65,3423357
2026-05-13 16:00:00-04:00,742.65,743.71,742.22,742.32,8622850
2026-05-13 17:00:00-04:00,742.32,743.25,740.86,743.03,2717476
2026-05-13 18:00:00-04:00,743.0461,743.17,742.9701,743.0216,34328
2026-05-13 19:00:00-04:00,743.05,743.6,742.72,743.42,21431
2026-05-13 20:00:00-04:00,743.55,743.82,743.21,743.57,26354
2026-05-14 05:00:00-04:00,743.63,744.66,742.71,744.35,36845
2026-05-14 06:00:00-04:00,744.43,744.57,743.08,744.08,12790
2026-05-14 07:00:00-04:00,744.1,744.82,743.86,744.52,11218
2026-05-14 08:00:00-04:00,744.361,745.01,744.1065,744.77,57848
2026-05-14 09:00:00-04:00,744.65,745.44,744.25,744.52,105062
2026-05-14 10:00:00-04:00,744.5,745.885,743.56,744.43,3573409
2026-05-14 11:00:00-04:00,744.42,747.53,744.28,747.1895,3858446
2026-05-14 12:00:00-04:00,747.18,749.28,747.12,749.265,3515102
2026-05-14 13:00:00-04:00,749.28,749.53,747.15,747.829,3062459
2026-05-14 14:00:00-04:00,747.83,748.31,746.307,747.73,3800817
2026-05-14 15:00:00-04:00,747.74,748.38,746.65,748.3,3183677
