timestamp,open,high,low,close,volume
2026-04-22 12:00:00-04:00,430.41,433.19,429.78,431.62,2705093
2026-04-22 13:00:00-04:00,431.63,432.53,430.33,430.63,1691555
2026-04-22 14:00:00-04:00,430.61,432.0924,430.5635,431.1875,1336345
2026-04-22 15:00:00-04:00,431.18,432.19,430.62,431.265,1516500
2026-04-22 16:00:00-04:00,431.28,433.7,431.22,432.83,3241305
2026-04-22 17:00:00-04:00,432.8,433.8,424.78,427.75,4192319
2026-04-22 18:00:00-04:00,427.8116,428.6,427.01,427.3,89973
2026-04-22 19:00:00-04:00,427.2001,428.0,426.65,427.4695,32675
2026-04-22 20:00:00-04:00,427.55,427.88,427.2,427.48,35335
2026-04-23 05:00:00-04:00,427.3,427.5,423.8,425.8,74399
2026-04-23 06:00:00-04:00,425.72,426.0,425.21,425.92,15950
2026-04-23 07:00:00-04:00,425.91,425.91,424.1,424.5,35074
2026-04-23 08:00:00-04:00,424.5,425.68,424.18,425.49,85888
2026-04-23 09:00:00-04:00,425.42,425.7635,421.41,422.0,160803
2026-04-23 10:00:00-04:00,421.92,423.1,417.23,417.44,4784043
2026-04-23 11:00:00-04:00,417.4,432.9,415.8,421.6,4647551
2026-04-23 12:00:00-04:00,421.56,423.66,418.45,419.26,3052056
2026-04-23 13:00:00-04:00,419.19,419.67,416.79,417.7399,2500528
2026-04-23 14:00:00-04:00,417.67,417.935,411.4101,414.51,3794427
2026-04-23 15:00:00-04:00,414.51,416.02,414.15,414.55,2104819
2026-04-23 16:00:00-04:00,414.51,416.7299,414.35,415.77,3015668
2026-04-23 17:00:00-04:00,415.785,417.98,414.25,417.06,3978747
2026-04-23 18:00:00-04:00,417.0522,417.73,416.5,417.56,29135
2026-04-23 19:00:00-04:00,417.3,418.39,417.04,418.15,48549
2026-04-23 20:00:00-04:00,418.17,418.8741,418.0,418.65,32799
2026-04-24 05:00:00-04:00,419.47,420.45,417.907,418.96,56376
2026-04-24 06:00:00-04:00,419.1,419.42,418.3,418.3,25935
2026-04-24 07:00:00-04:00,418.3,419.54,418.3,419.1,13130
2026-04-24 08:00:00-04:00,419.09,422.26,418.65,420.78,120628
2026-04-24 09:00:00-04:00,420.803,421.4,418.51,419.2,81175
2026-04-24 10:00:00-04:00,419.2,421.62,415.8,419.57,2508006
2026-04-24 11:00:00-04:00,419.55,419.71,417.22,418.32,2521001
2026-04-24 12:00:00-04:00,418.32,421.95,418.27,419.665,2150910
2026-04-24 13:00:00-04:00,419.665,419.79,418.255,419.77,1768186
2026-04-24 14:00:00-04:00,419.76,421.16,418.64,420.835,1359912
2026-04-24 15:00:00-04:00,420.835,422.79,420.57,422.385,1646521
2026-04-24 16:00:00-04:00,422.39,424.8,422.385,424.585,3613057
2026-04-24 17:00:00-04:00,424.58,424.72,423.85,424.4,3972992
2026-04-24 18:00:00-04:00,424.4,424.4143,421.81,424.0,38675
2026-04-24 19:00:00-04:00,423.8,424.2348,423.8,423.8991,17778
2026-04-24 20:00:00-04:00,423.89,424.0,423.75,423.88,17387
2026-04-24 21:00:00-04:00,423.88,423.88,423.88,423.88,150
2026-04-27 05:00:00-04:00,424.78,426.8082,423.5392,424.0745,69304
2026-04-27 06:00:00-04:00,424.21,424.4,423.8,424.0,12049
2026-04-27 07:00:00-04:00,423.81,424.26,423.5,424.1,10286
2026-04-27 08:00:00-04:00,424.18,424.29,422.6,422.82,73231
2026-04-27 09:00:00-04:00,422.95,423.31,422.31,423.02,53782
2026-04-27 10:00:00-04:00,423.08,428.12,404.61,419.95,3850958
2026-04-27 11:00:00-04:00,419.99,424.68,419.67,423.745,3046547
2026-04-27 12:00:00-04:00,423.76,424.04,421.37,422.32,2313319
2026-04-27 13:00:00-04:00,422.35,424.419,422.19,424.395,1383436
2026-04-27 14:00:00-04:00,424.3975,425.92,423.93,425.7101,1534135
2026-04-27 15:00:00-04:00,425.71,427.09,425.53,425.895,1881047
2026-04-27 16:00:00-04:00,425.88,426.18,424.12,424.8,3159978
2026-04-27 17:00:00-04:00,424.92,426.75,423.2,424.9,6057597
2026-04-27 18:00:00-04:00,424.97,425.0,424.5,424.51,21496
2026-04-27 19:00:00-04:00,424.55,425.45,424.55,425.3,22905
2026-04-27 20:00:00-04:00,425.3,425.53,425.25,425.4693,17982
2026-04-28 05:00:00-04:00,423.6,424.2,422.3,423.51,47755
2026-04-28 06:00:00-04:00,423.59,423.65,421.96,422.54,21984
2026-04-28 07:00:00-04:00,422.6,422.9,421.2,421.62,19709
2026-04-28 08:00:00-04:00,421.44,421.75,418.51,420.83,139165
2026-04-28 09:00:00-04:00,420.91,420.91,418.11,420.28,89422
2026-04-28 10:00:00-04:00,420.22,428.08,419.75,426.68,3100158
2026-04-28 11:00:00-04:00,426.68,427.13,424.87,425.85,3051243
2026-04-28 12:00:00-04:00,425.85,427.69,425.32,427.6855,2206097
2026-04-28 13:00:00-04:00,427.68,429.06,426.75,428.525,2141919
2026-04-28 14:00:00-04:00,428.52,429.19,427.56,427.865,1538427
2026-04-28 15:00:00-04:00,427.87,427.9,426.08,427.6437,1891331
2026-04-28 16:00:00-04:00,427.625,429.92,427.03,429.32,3379435
2026-04-28 17:00:00-04:00,429.33,429.44,426.5,427.7,86778
2026-04-28 18:00:00-04:00,427.6,428.25,427.2747,428.04,33387
2026-04-28 19:00:00-04:00,428.09,428.55,427.7,428.21,23039
2026-04-28 20:00:00-04:00,428.24,428.43,428.0,428.0,25639
2026-04-29 05:00:00-04:00,428.2,429.89,426.24,428.35,79036
2026-04-29 06:00:00-04:00,428.25,428.5,426.5615,426.88,14271
2026-04-29 07:00:00-04:00,427.01,427.85,426.31,427.51,21485
2026-04-29 08:00:00-04:00,427.78,427.85,426.11,427.25,56536
2026-04-29 09:00:00-04:00,427.2,427.71,426.61,427.31,63421
2026-04-29 10:00:00-04:00,427.4,427.85,421.78,425.545,3212020
2026-04-29 11:00:00-04:00,425.5,425.78,423.2525,425.33,2736328
2026-04-29 12:00:00-04:00,425.335,425.83,423.64,424.335,1945807
2026-04-29 13:00:00-04:00,424.36,424.8,420.29,422.44,2107904
2026-04-29 14:00:00-04:00,422.46,424.14,421.9,423.36,1404238
2026-04-29 15:00:00-04:00,423.4,425.1799,422.5,424.99,2256824
2026-04-29 16:00:00-04:00,425.0,425.43,423.17,424.49,4031674
2026-04-29 17:00:00-04:00,424.5,445.24,407.12,413.4,1868068
2026-04-29 18:00:00-04:00,413.39,424.9,408.51,418.2942,670337
2026-04-29 19:00:00-04:00,418.03,438.0,416.58,424.51,1424371
2026-04-29 20:00:00-04:00,424.69,426.49,421.0,425.89,221229
2026-04-29 21:00:00-04:00,425.89,425.89,425.89,425.89,200
2026-04-30 05:00:00-04:00,420.47,421.24,414.7,416.82,215004
2026-04-30 06:00:00-04:00,416.92,418.38,415.3,416.85,37460
2026-04-30 07:00:00-04:00,416.47,418.25,413.22,415.07,67206
2026-04-30 08:00:00-04:00,415.15,418.44,413.96,416.64,199817
2026-04-30 09:00:00-04:00,416.8093,422.24,416.64,419.19,278423
2026-04-30 10:00:00-04:00,419.25,419.75,403.72,404.945,7656382
2026-04-30 11:00:00-04:00,404.945,406.42,400.13,406.22,9873022
2026-04-30 12:00:00-04:00,406.25,406.98,401.6,402.77,4533257
2026-04-30 13:00:00-04:00,402.8372,403.54,398.01,399.05,4617537
2026-04-30 14:00:00-04:00,399.06,402.99,399.0,402.67,3446410
2026-04-30 15:00:00-04:00,402.58,408.1126,402.54,407.46,3996142
2026-04-30 16:00:00-04:00,407.445,410.15,406.65,408.044,6904347
2026-04-30 17:00:00-04:00,408.07,411.97,406.9,411.01,9402295
2026-04-30 18:00:00-04:00,411.0198,411.0198,409.0,409.83,86072
2026-04-30 19:00:00-04:00,409.87,409.9,408.23,408.5,50253
2026-04-30 20:00:00-04:00,408.4662,409.22,408.38,408.65,34417
2026-05-01 05:00:00-04:00,409.5,409.75,408.9088,409.37,36864
2026-05-01 06:00:00-04:00,409.38,409.7,409.1,409.56,6600
2026-05-01 07:00:00-04:00,409.58,409.58,408.59,409.285,10127
2026-05-01 08:00:00-04:00,409.285,409.45,409.0,409.4343,49189
2026-05-01 09:00:00-04:00,409.39,411.0,409.31,410.2,67778
2026-05-01 10:00:00-04:00,410.26,416.27,410.2,412.23,3756146
2026-05-01 11:00:00-04:00,412.18,414.14,410.435,414.025,4681526
2026-05-01 12:00:00-04:00,414.05,417.11,413.04,415.8209,2780355
2026-05-01 13:00:00-04:00,415.88,416.2986,412.76,413.1501,1884926
2026-05-01 14:00:00-04:00,413.21,415.35,413.15,415.205,1408200
2026-05-01 15:00:00-04:00,415.19,416.0,414.41,414.9,1927698
2026-05-01 16:00:00-04:00,414.9,417.1,413.45,414.25,3717845
2026-05-01 17:00:00-04:00,414.34,414.51,412.28,412.6695,3180835
2026-05-01 18:00:00-04:00,412.7305,412.93,412.65,412.88,25918
2026-05-01 19:00:00-04:00,413.1445,413.77,413.1,413.15,14140
2026-05-01 20:00:00-04:00,413.21,413.35,413.12,413.2416,18886
